InvoiceNo,StockCode,Quantity,UnitPrice
541858,22714,12,0.42
541858,21509,12,0.42
541858,84247L,24,0.42
541858,22983,12,0.42
541858,22715,12,0.42
541858,85200,12,1.25
541858,22789,4,1.95
541858,84580,3,3.75
541858,22776,1,9.95
541858,22570,12,3.75
541858,22569,12,3.75
541859,21784,2,9.95
541859,21357,3,1.25
541859,47591B,1,1.65
541859,22410,2,1.25
541859,20772,1,2.55
541859,21781,1,14.95
541859,21042,1,5.95
541859,85194L,3,0.85
541859,85194S,3,0.65
541859,20996,6,0.42
541859,85129B,6,1.25
541859,22212,1,2.1
541859,21459,1,1.95
541859,22377,1,2.1
541859,22697,1,2.95
541859,21621,1,8.5
541859,20681,1,3.25
541859,21242,1,1.69
541859,22329,1,1.65
541859,22423,1,12.75
541859,21531,1,2.55
541859,21617,1,3.75
541859,90214G,1,1.25
541859,22303,2,2.55
541859,22659,1,1.95
541859,82486,1,7.95
541859,22178,96,1.06
541859,84978,36,1.06
541860,22692,2,7.95
541860,22894,2,8.5
541860,48129,2,7.95
541860,22074,24,0.42
541860,22377,20,0.85
541860,22782,4,9.95
C541861,22796,-2,9.95
541862,85123A,10,2.95
541862,21733,5,2.95
541862,22804,5,2.95
541862,22111,1,4.95
541862,22112,2,4.95
541862,22835,2,4.65
541862,21485,1,4.95
541862,84032A,2,2.95
541862,22113,1,3.75
541862,22113,2,3.75
541862,21481,2,2.95
541862,47580,4,2.55
541862,47559B,4,1.25
541862,22795,6,6.75
541862,22646,4,1.45
541862,22645,4,1.45
541862,22625,1,8.5
541862,22624,1,8.5
541862,22721,3,4.95
541862,22720,3,4.95
541862,22722,1,3.95
541862,22723,3,3.95
541862,22722,2,3.95
541862,22960,4,4.25
C541863,21231,-4,1.06
C541863,20711,-4,1.65
C541863,21936,-1,2.55
C541863,21932,-1,2.55
C541863,20725,-1,1.45
C541863,85099B,-6,1.65
C541863,21181,-1,1.85
C541863,82551,-2,1.25
C541863,82583,-1,1.69
C541863,20727,-1,1.45
C541863,37446,-1,1.25
C541863,37449,-2,8.5
C541863,35924,-2,1.69
C541863,37450,-1,2.55
C541863,82583,-5,1.69
C541863,22065,-2,1.25
C541863,21231,-9,1.06
541864,85150,96,2.1
541864,82551,96,1.25
541864,21169,48,1.45
541864,84378,144,1.06
541864,85099F,100,1.65
541864,85099B,100,1.65
541864,21932,50,2.55
541864,20685,20,6.75
541864,20914,32,2.55
541864,21231,144,1.06
541864,48185,10,6.75
541864,47570B,50,8.49
541864,20971,144,1.06
541864,37446,32,1.25
541864,37450,36,2.55
541864,37449,20,8.5
541864,84580,1,3.75
541864,47559B,50,1.06
541864,22469,1,1.65
541865,85099C,100,1.65
541866,22326,6,2.95
541866,22933,6,2.95
541866,22931,6,2.55
541866,22930,6,2.55
541866,22967,6,2.95
541866,82484,3,6.45
541866,22241,12,1.25
541866,22969,12,1.45
541866,22854,4,4.95
541866,21314,8,2.1
541866,22800,4,3.75
541866,84510A,10,1.25
541866,84509A,4,3.75
541866,21557,6,2.95
541866,20801,16,0.75
541866,22697,6,2.95
541866,22699,6,2.95
541866,48184,2,7.95
541866,22272,6,2.95
541866,21731,12,1.65
541866,22620,12,1.25
541866,22960,6,4.25
541866,84755,16,0.65
541866,84970L,12,0.95
541866,21985,24,0.29
541866,85180A,12,1.25
541867,22318,1,2.95
541867,22384,100,1.45
541867,84916,1,5.95
541867,22078,1,2.1
541867,37370,6,1.25
C541868,21232,-2,1.25
C541868,22423,-1,12.75
C541868,22059,-3,1.49
C541868,37448,-4,1.49
C541868,22067,-2,1.65
541869,21326,1,1.63
541869,21381,1,3.29
541869,21408,1,8.29
541869,21441,1,1.63
541869,21485,1,10.79
541869,21563,1,5.79
541869,21754,2,11.63
541869,21773,1,2.46
541869,21846,1,4.13
541869,21929,1,4.13
541869,21930,1,4.13
541869,21935,1,3.29
541869,21992,1,2.46
541869,22025,1,0.83
541869,22041,2,4.96
541869,22077,1,3.29
541869,22087,1,5.79
541869,22090,1,5.79
541869,22101,3,2.46
541869,22106,2,4.96
541869,22115,1,5.79
541869,22120,1,19.96
541869,22151,8,1.63
541869,22152,8,1.63
541869,22178,1,2.46
541869,21035,2,5.79
541869,21041,1,5.79
541869,21060,2,1.63
541869,21067,20,2.46
541869,21069,20,2.46
541869,21167,25,0.42
541869,21175,1,4.13
541869,21216,1,10.79
541869,21238,6,1.63
541869,17084N,25,0.42
541869,20685,2,7.46
541869,20707,1,2.46
541869,20717,3,2.46
541869,20725,1,4.13
541869,20728,1,4.13
541869,20893,1,4.96
541869,21033,1,5.79
541869,22197,8,1.63
541869,22219,31,1.63
541869,22241,1,2.46
541869,22276,1,5.79
541869,22278,1,10.79
541869,22315,2,2.46
541869,22317,1,5.79
541869,22363,1,5.79
541869,22379,1,4.13
541869,22381,1,4.13
541869,22382,1,4.13
541869,22411,1,4.13
541869,22413,1,5.79
541869,22417,1,1.25
541869,22469,1,3.29
541869,22494,2,2.46
541869,22513,1,7.46
541869,22583,2,4.96
541869,22584,3,4.96
541869,22665,1,5.79
541869,22676,1,2.46
541869,22680,1,2.46
541869,22686,1,2.46
541869,22716,2,0.83
541869,22772,2,2.46
541869,22791,1,2.46
541869,22814,1,0.83
541869,22908,6,1.63
541869,22971,2,4.96
541869,22972,1,3.29
541869,22974,1,3.29
541869,22975,1,2.46
541869,22983,1,0.83
541869,22988,5,2.46
541869,35809A,1,4.13
541869,47566,2,10.79
541869,47566B,1,8.29
541869,82580,1,1.25
541869,84912B,2,3.29
541869,84913A,2,3.29
541869,84913B,2,3.29
541869,84917,1,4.13
541869,84945,6,1.8
541869,84949,1,3.29
541869,84970S,1,2.08
541869,84978,9,2.46
541869,85039B,6,1.63
541869,85062,1,2.46
541869,85099C,1,4.13
541869,85114B,1,3.29
541869,85131B,1,0.83
541869,85132A,1,8.29
541869,85152,1,4.13
541869,DOT,1,144.45
541870,15036,1,1.25
541870,15056N,1,12.46
541870,20676,5,2.46
541870,20682,1,6.63
541870,20685,2,7.46
541870,20712,1,4.13
541870,20713,1,4.13
541870,20723,1,1.63
541870,21067,1,2.46
541870,21071,1,2.46
541870,21212,1,1.25
541870,21314,1,4.13
541870,21625,1,14.13
541870,21627,1,29.17
541870,21656,7,3.29
541870,21658,1,8.29
541870,21706,1,9.96
541870,21718,1,2.46
541870,21731,1,3.29
541870,21773,1,2.46
541870,21774,1,2.46
541870,21775,1,2.46
541870,21877,1,3.29
541870,21878,1,1.63
541870,21883,1,1.63
541870,85099B,1,4.13
541870,85123A,2,5.79
541870,85131D,1,0.83
541870,85170D,1,4.13
541870,90125E,1,4.13
541870,DOT,1,105.71
541870,21928,1,4.13
541870,21929,1,4.13
541870,21930,1,4.13
541870,21931,1,4.13
541870,21976,1,1.25
541870,21977,2,1.25
541870,21993,1,2.46
541870,22029,1,0.83
541870,22041,20,4.96
541870,22064,1,3.29
541870,22211,1,3.29
541870,22287,1,3.29
541870,22302,1,4.96
541870,22303,1,4.96
541870,22335,2,1.25
541870,22342,1,3.29
541870,22355,3,1.63
541870,22367,1,4.13
541870,22379,1,4.13
541870,22411,1,4.13
541870,22424,1,24.96
541870,22502,2,8.29
541870,22508,1,7.46
541870,22530,2,0.83
541870,22660,1,14.13
541870,22666,1,5.79
541870,22697,1,5.79
541870,22720,1,10.79
541870,22798,1,5.79
541870,22801,1,7.46
541870,22817,1,0.83
541870,22861,1,3.29
541870,22900,1,5.79
541870,22904,1,5.79
541870,22960,1,8.29
541870,22966,1,2.46
541870,22974,2,3.29
541870,37448,1,3.29
541870,46776A,1,4.13
541870,46776F,1,4.13
541870,72351A,1,4.13
541870,72807C,1,8.29
541870,79066K,1,1.63
541870,82001S,4,7.46
541870,82483,1,12.46
541870,82484,1,13.29
541870,84249A,1,0.83
541870,84596B,5,2.46
541870,84638,1,14.13
541870,84884A,1,8.29
541870,84993A,1,0.83
541870,85039B,1,1.63
541870,22423,1,12.75
541871,22182,2,4.13
541871,22183,1,5.79
541871,22212,1,4.13
541871,22241,1,2.46
541871,22326,1,5.79
541871,22380,1,4.13
541871,22381,1,4.13
541871,22382,1,4.13
541871,22423,1,24.96
541871,22435,1,2.46
541871,22470,1,5.79
541871,22551,1,3.29
541871,22616,1,0.83
541871,22629,1,4.13
541871,22631,1,4.13
541871,22665,1,5.79
541871,22720,1,10.79
541871,22725,2,7.46
541871,22728,1,7.46
541871,22771,2,2.46
541871,22772,2,2.46
541871,22773,2,2.46
541871,22774,2,2.46
541871,22775,16,2.46
541871,22788,1,19.96
541871,22794,1,15.79
541871,22805,2,2.46
541871,20685,3,7.46
541871,20726,1,4.13
541871,20728,1,4.13
541871,20967,1,7.46
541871,20973,2,1.25
541871,20974,2,1.25
541871,20975,1,1.25
541871,21002,1,3.29
541871,21116,1,8.29
541871,21210,1,2.92
541871,21212,1,1.25
541871,21231,1,2.46
541871,21232,2,2.46
541871,21326,20,1.63
541871,21401,1,0.83
541871,21417,1,4.13
541871,21485,1,10.79
541871,21671,8,2.46
541871,21673,5,2.46
541871,21790,1,1.63
541871,21801,3,0.42
541871,21802,3,0.42
541871,21803,3,0.42
541871,21832,1,3.29
541871,21846,1,4.13
541871,21880,1,0.42
541871,21929,1,4.13
541871,21933,1,5.79
541871,21935,1,3.29
541871,22027,1,0.83
541871,22029,1,0.83
541871,22037,1,0.83
541871,22063,1,5.79
541871,22077,1,3.29
541871,22112,1,10.79
541871,22132,2,1.63
541871,22134,1,0.83
541871,22149,1,4.13
541871,22161,16,0.79
541871,22165,1,10.79
541871,22167,1,8.29
541871,22173,1,5.79
541871,22178,2,2.46
541871,22817,1,0.83
541871,22839,1,29.17
541871,22844,1,16.63
541871,22845,1,12.46
541871,22906,1,3.29
541871,22960,1,8.29
541871,22961,1,3.29
541871,22962,1,1.63
541871,22963,1,1.63
541871,22969,1,3.29
541871,22983,1,0.83
541871,22988,2,2.46
541871,35095A,1,0.83
541871,37342,2,5.79
541871,37447,1,3.29
541871,40016,3,8.29
541871,47591B,1,1.63
541871,48173C,1,14.13
541871,51014C,2,1.63
541871,79000,3,1.65
541871,84032A,1,3.29
541871,84536A,1,0.83
541871,84792,1,9.13
541871,84912B,1,3.29
541871,84913A,2,3.29
541871,84913B,1,3.29
541871,84916,1,4.13
541871,84923,1,4.13
541871,84946,2,2.46
541871,84969,1,3.29
541871,84988,8,2.92
541871,85038,1,4.13
541871,85039A,1,1.63
541871,85039B,1,1.63
541871,85099B,1,4.13
541871,85186C,8,0.83
541871,85187,1,3.29
541871,85204,16,0.42
541871,DOT,1,127.09
541872,22335,2,0.65
541872,22296,2,1.65
541872,22297,4,1.25
541872,22294,4,1.25
541872,22295,2,1.65
541872,84836,4,1.25
541872,35971,4,1.25
541872,22064,4,1.65
541872,22059,6,1.49
541872,37448,6,1.49
541872,37449,1,9.95
541872,37450,2,2.95
541872,22649,1,4.95
541872,21870,4,1.25
541872,21874,4,1.25
541872,21231,8,1.25
541872,21232,16,1.25
541872,22055,2,1.65
541872,21908,5,2.1
541872,21181,4,2.1
541872,21166,4,1.95
541872,21175,4,2.1
541872,21165,4,1.69
541872,22067,4,1.65
541872,22720,1,4.95
541872,22966,2,1.25
541872,82583,4,2.1
541872,85152,4,2.1
541872,82600,4,2.1
541872,82582,2,2.1
541872,22412,4,2.1
541872,22722,1,3.95
541872,22851,1,0.85
541872,84378,1,1.25
541872,84380,2,1.25
541872,22417,2,0.55
541872,22951,4,0.55
541872,84991,6,0.55
541872,21213,2,0.55
541872,21977,6,0.55
541872,22659,4,1.95
541872,22630,4,1.95
541872,22629,1,1.95
541872,22631,1,1.95
541872,22900,4,2.95
541872,84375,2,2.1
541872,47559B,6,1.25
541872,22047,25,0.42
541872,22710,25,0.42
541873,22371,4,4.25
541873,22372,4,4.25
541873,22374,4,4.25
541873,22605,2,14.95
541873,22607,2,9.95
541873,22493,12,1.65
541873,22349,6,3.75
541873,21463,2,5.95
541874,72741,72,1.25
541874,72819,24,2.1
541874,82483,16,4.95
541874,82486,12,6.95
541874,84879,160,1.45
541874,82482,36,2.1
541874,82494L,24,2.55
541874,84678,24,1.25
541874,22423,16,10.95
541874,85016,144,0.65
541875,22469,12,1.65
541875,16156S,25,0.42
541875,16161P,25,0.42
541875,22040,25,0.42
541875,22045,25,0.42
541875,22704,25,0.42
541875,22708,25,0.42
541875,20713,10,1.95
541875,22663,10,1.95
541875,85099B,10,1.95
541875,21786,24,0.42
541875,22502,4,5.95
541875,22501,2,9.95
541875,22720,3,4.95
541875,22969,12,1.45
541875,22960,6,4.25
541875,84970S,12,0.85
541875,47566,5,4.65
541875,21232,12,1.25
541876,21883,12,0.65
541876,22441,8,2.1
541876,21621,4,8.5
541876,22090,6,2.95
541876,22499,3,5.95
541876,47566B,5,4.65
541877,22897,10,1.45
541877,22721,9,4.95
541877,22896,6,2.55
541877,22723,4,3.95
541877,22895,36,2.95
541877,22900,6,2.95
541877,22423,2,12.75
541877,84692,25,0.42
541877,22636,2,8.5
541877,22302,18,2.55
541877,22303,12,2.55
541877,22973,12,1.65
541877,22908,12,0.85
541877,21981,24,0.29
541877,21680,12,0.85
541877,22704,25,0.42
541877,22494,12,1.25
541877,22834,12,2.1
541877,21656,6,1.45
541877,POST,2,18.0
541878,10002,1,1.63
541878,20655,2,2.46
541878,20711,3,4.13
541878,20713,1,4.13
541878,20725,2,4.96
541878,21035,4,5.79
541878,21059,1,1.63
541878,21156,1,4.13
541878,21181,1,4.13
541878,21216,1,10.79
541878,21218,2,8.29
541878,21232,2,3.29
541878,21272,1,2.46
541878,21494,1,5.79
541878,21679,1,1.63
541878,21700,1,8.29
541878,21731,1,4.13
541878,21931,2,4.13
541878,21948,6,2.46
541878,21992,1,5.79
541878,22041,2,4.96
541878,22171,1,16.63
541878,22196,1,1.63
541878,22197,2,1.63
541878,22297,1,2.46
541878,22308,1,4.96
541878,22317,1,5.79
541878,22365,1,14.13
541878,22379,2,4.96
541878,22383,12,4.96
541878,22467,1,4.96
541878,22469,1,4.13
541878,22470,3,5.79
541878,22476,1,10.79
541878,22485,2,24.96
541878,22501,1,20.79
541878,22665,1,5.79
541878,22719,1,2.46
541878,22776,1,19.96
541878,22807,2,5.79
541878,48185,1,16.63
541878,72349b,5,4.13
541878,82583,2,4.13
541878,84992,1,2.08
541878,85071A,1,5.79
541878,85099C,3,4.13
541878,DOT,1,161.08
541879,22664,1,4.13
541879,22743,1,5.79
541879,72801d,3,2.46
541879,75049L,3,2.46
541879,82482,1,4.96
541879,84872a,1,10.79
541879,85099B,2,4.13
541879,85099C,1,4.13
541879,15056bl,1,12.46
541879,15056n,1,12.46
541879,20655,1,2.46
541879,20711,3,4.13
541879,20712,1,4.13
541879,21041,1,5.79
541879,21157,1,4.13
541879,21218,1,8.29
541879,21257,1,15.79
541879,21430,1,7.46
541879,21700,1,8.29
541879,21731,1,4.13
541879,21786,3,0.79
541879,21928,1,4.13
541879,21948,1,2.46
541879,22131,1,4.13
541879,22179,1,13.29
541879,22278,1,10.79
541879,22381,1,4.96
541879,22385,1,4.13
541879,22386,3,4.13
541879,22456,1,9.96
541879,85231g,1,1.63
541879,DOT,1,80.46
541880,22355,20,0.85
541880,20723,20,0.85
541880,22282,2,12.75
541880,21213,120,0.42
541880,20726,20,1.65
541880,20719,20,0.85
541880,20727,20,1.65
541880,21731,24,1.65
541880,84992,120,0.42
541880,21212,120,0.42
541880,20718,20,1.25
541880,20725,20,1.65
541880,20724,20,0.85
541881,22470,6,2.95
541881,22469,12,1.65
541881,82484,3,6.45
541881,85186C,24,0.42
541882,48185,-57,0.0
541883,22355,30,0.85
541883,22652,20,1.65
541883,22666,24,2.55
541883,22907,24,0.85
541883,22720,24,4.25
541883,22771,24,1.25
541883,22773,24,1.25
541883,21673,24,1.25
541883,22938,48,1.65
541883,84978,36,1.06
541883,22767,2,9.95
541883,22077,36,1.65
541883,22082,40,1.65
541883,22079,40,1.65
541883,20983,24,0.85
541883,85152,12,2.1
541883,22413,12,2.95
541883,82600,12,2.1
541883,82599,12,2.1
541883,70006,90,1.25
541884,72741,72,1.25
541884,21314,8,2.1
541884,22457,6,2.95
541884,21188,12,2.95
541884,21195,12,2.1
541884,22801,4,3.75
C541885,85123A,-1,2.95
541886,22170,12,5.95
541886,21430,24,3.39
541886,22666,1,2.95
541886,22720,1,4.95
541886,21428,3,4.25
541886,22624,4,8.5
541886,15058B,3,7.95
541886,21557,1,2.95
541886,22771,12,1.25
541886,22722,1,3.95
541886,20726,2,1.65
541886,22242,1,1.65
541886,22064,1,1.65
541886,21239,9,0.85
541886,21240,16,0.85
541886,21485,1,4.95
541886,21313,11,0.85
541886,22435,20,1.25
541886,85099C,20,1.95
541886,20713,10,1.95
541886,21931,10,1.95
541886,21523,2,7.95
541886,22414,1,7.95
541886,48188,1,7.95
541886,20685,2,7.95
541886,22366,2,7.95
C541897,22170,-12,5.95
541903,22171,12,7.65
541916,84997C,5,3.75
541916,84997D,4,3.75
541916,84378,5,1.25
541916,22634,4,9.95
541916,22636,6,8.5
541916,22970,24,2.55
541916,22713,48,0.42
541916,22222,6,4.95
541919,21679,12,0.85
541919,22692,2,7.95
541919,48187,2,7.95
541919,21985,24,0.29
541919,21677,12,0.85
541919,22457,6,2.95
541919,22227,24,0.65
541919,85130B,12,1.65
541919,22469,40,1.45
541919,22470,6,2.95
541919,85203,24,0.42
541919,85204,24,0.42
541919,84992,24,0.55
541919,21975,24,0.55
541919,47559B,10,1.25
541919,22897,10,1.45
541919,47591B,8,1.65
541919,84378,12,1.25
541919,84380,12,1.25
541919,22895,6,2.95
541919,21355,12,1.25
541919,21354,12,1.25
541932,22699,24,2.55
541932,22697,24,2.55
541932,22957,24,2.95
541932,22720,24,4.25
541932,72760B,16,8.49
541932,22763,12,8.5
541932,22762,8,12.75
541932,22173,16,2.95
541932,22760,6,10.95
541932,22783,4,7.95
541932,22502,16,4.95
541932,22469,12,1.65
541932,22840,12,6.95
541932,22847,8,14.95
541932,22424,8,10.95
541932,22842,12,5.95
541932,22841,12,6.95
541932,48188,20,6.75
541932,22692,20,6.75
541932,48184,20,6.75
541932,48187,20,6.75
541932,48129,20,6.75
541932,48111,10,6.75
541932,48194,10,6.75
541932,22366,10,6.75
541932,21524,10,6.75
541932,21616,48,1.25
541932,21615,48,1.25
541932,22844,2,8.5
541932,22845,2,6.35
541932,22604,32,2.1
541932,22423,16,10.95
541946,22788,2,9.95
541946,22784,3,4.95
541946,22916,12,0.65
541946,22917,12,0.65
541946,22918,12,0.65
541946,22919,12,0.65
541946,22920,12,0.65
541946,22921,12,0.65
541946,21166,12,1.95
541946,21169,12,1.69
541946,21175,12,2.1
541946,85152,12,2.1
541946,82583,12,2.1
541946,22191,2,8.5
541946,22192,2,8.5
541946,22193,2,8.5
541946,21843,2,10.95
541946,22499,6,5.95
541947,23230,25,0.42
541947,23232,25,0.42
541947,23231,25,0.42
541947,22296,12,1.65
541947,85061W,24,0.85
541947,22795,2,6.75
541947,22938,12,1.95
541947,22423,2,12.75
541947,84378,12,1.25
541947,22666,6,2.95
541947,22720,3,4.95
541947,22622,2,9.95
541947,20750,2,7.95
541947,22560,24,1.25
541947,84879,32,1.69
541948,22091,1,1.25
541948,47566B,3,4.65
541948,20828,4,2.55
541948,22295,12,1.65
541948,84218,1,1.95
541948,22957,2,2.95
541948,85197,2,2.1
541948,22967,1,2.95
541948,22079,5,1.65
541948,21586,3,2.55
541948,84987,2,1.45
541948,84988,1,1.45
541948,84459A,12,1.49
541948,20934,2,5.45
541948,22771,72,1.25
541948,84741C,3,1.95
541948,21034,2,0.95
541949,22699,6,2.95
541949,22961,12,1.45
541949,22558,12,1.49
541949,22543,24,0.42
541949,22533,24,0.42
541949,22748,6,2.1
541949,22749,4,3.75
541949,21114,10,1.25
541949,22357,4,4.25
541949,22720,3,4.95
541949,37370,12,1.25
541949,22359,6,2.95
541949,22969,12,1.45
541949,22621,12,1.45
541949,22652,10,1.65
541949,22358,6,2.95
541949,84375,12,2.1
541949,22215,2,8.5
541950,20685,10,6.75
541950,21314,8,2.1
541950,21723,12,0.85
541950,21985,24,0.29
541950,21879,12,0.65
541950,22079,10,1.65
541950,22162,8,2.95
541950,22219,12,0.85
541950,22457,6,2.95
541950,22435,12,1.25
541950,22588,6,2.55
541950,22789,8,1.95
541950,48194,10,6.75
541950,84459A,12,1.49
541950,85066,6,12.75
541950,85180A,6,4.65
541950,85180B,6,4.65
541950,90003D,4,3.75
541950,21524,10,6.75
C541959,21034,-10,0.95
541960,22949,12,1.45
541960,71459,24,0.85
541960,22699,48,2.55
541960,22697,48,2.55
541962,22957,6,2.95
541962,22967,6,2.95
541962,22937,6,2.55
541962,22627,2,8.5
541962,85014B,3,5.95
541962,22445,6,2.95
541962,22202,4,3.75
541962,21880,12,0.65
541962,POST,2,18.0
C541961,22767,-2,9.95
C541961,22768,-1,9.95
541963,22768,2,9.95
541963,22767,3,9.95
541963,21333,4,2.95
541963,22776,2,9.95
541963,22175,1,2.95
541963,22176,1,2.95
541963,46775D,3,16.95
541963,84050,2,1.65
541963,22174,2,1.65
541963,71053,4,3.75
541963,72741,9,1.45
C541964,84849D,-21,1.69
541965,22180,4,9.95
541965,20828,18,2.55
541965,21787,24,0.85
541965,22704,25,0.42
541965,22709,25,0.42
541965,22046,25,0.42
541965,22711,25,0.42
541965,22710,25,0.42
541965,22706,25,0.42
541965,22024,12,0.42
541965,22037,12,0.42
541965,22025,12,0.42
541965,21507,12,0.42
541965,21508,12,0.42
541965,21509,12,0.42
541965,22814,12,0.42
541965,22813,36,1.95
541965,22742,18,2.95
541965,22744,18,2.95
541965,22903,6,2.95
541965,21249,12,2.95
541965,21251,12,2.95
541965,22534,24,0.42
541965,22535,24,0.42
541965,22537,24,0.42
541965,22551,12,1.65
541965,22554,12,1.65
541965,22555,12,1.65
541965,22556,12,1.65
541965,22179,6,6.75
541965,22899,6,2.1
541965,22367,8,1.95
541965,22236,12,10.95
541965,22242,24,1.65
541965,22418,24,0.85
541965,22432,12,1.95
541965,47590A,12,5.45
541965,47566,10,4.65
541965,21121,24,1.25
541965,21122,24,1.25
541965,21124,24,1.25
541965,22087,24,2.95
541965,22088,24,2.95
541965,22957,12,2.95
541965,22857,12,0.85
541965,22311,6,2.95
541965,22423,16,10.95
541965,22961,24,1.45
541965,22962,36,0.85
541965,22963,36,0.85
541965,22666,12,2.95
541965,84828,12,1.25
541965,POST,7,18.0
541966,22469,40,1.45
541966,84789,16,2.95
541966,22083,6,2.95
541966,22222,24,1.95
541966,22962,12,0.85
541966,84879,16,1.69
541966,21430,24,3.39
541966,22778,4,3.95
541967,84823,-3,0.0
541968,21617,6,3.75
541968,21616,6,3.75
541968,79321,12,4.95
541968,21135,8,1.69
541968,22087,12,2.95
541968,48184,4,7.95
541968,48138,4,7.95
541968,22084,12,2.95
541968,22083,12,2.95
541968,84631,2,7.95
541968,35004C,3,5.45
541968,22674,12,1.25
541968,21212,24,0.55
541968,21586,12,2.55
541968,16016,10,0.85
541969,22725,2,7.46
541969,22728,1,7.46
541969,22746,1,4.13
541969,22772,2,2.46
541969,22775,1,2.46
541969,22805,1,2.46
541969,22831,1,5.79
541969,22860,1,3.29
541969,22862,1,8.29
541969,22930,2,4.96
541969,22933,2,5.79
541969,22983,1,0.83
541969,35095A,1,0.83
541969,35095B,1,0.83
541969,35915C,1,3.29
541969,35965,1,3.29
541969,37448,1,3.29
541969,46776A,2,4.13
541969,46776C,2,4.13
541969,47480,1,3.29
541969,72351B,1,4.13
541969,72800C,2,4.96
541969,72816,1,2.46
541969,72817,1,1.63
541969,82484,2,13.29
541969,82599,1,4.13
541969,82600,1,4.13
541969,84406B,1,6.63
541969,84459B,2,3.29
541969,84638,1,14.13
541969,84836,1,2.46
541969,84913A,6,3.29
541969,84913B,2,3.29
541969,84946,1,2.46
541969,84978,1,2.46
541969,84988,1,2.92
541969,84997D,2,7.46
541969,85040A,1,3.29
541969,85061W,1,1.63
541969,85062,1,2.46
541969,85111,1,2.46
541969,85132C,1,8.29
541969,85202,1,0.79
541969,85204,3,0.42
541969,90011A,1,2.9
541969,90051,1,7.07
541969,DOT,1,163.67
541969,22029,1,0.83
541969,22037,2,0.83
541969,22059,1,3.29
541969,22068,1,3.29
541969,22073,3,7.46
541969,22087,2,5.79
541969,22088,2,5.79
541969,22101,40,2.46
541969,22111,1,10.79
541969,22149,2,4.13
541969,22161,5,0.79
541969,20886,1,4.13
541969,21002,2,3.29
541969,21175,1,4.13
541969,21441,1,1.63
541969,21508,1,0.83
541969,21523,1,14.13
541969,21621,2,16.63
541969,22666,1,5.79
541969,22697,1,5.79
541969,22714,2,0.83
541969,22716,2,0.83
541969,22718,3,0.83
541969,22720,1,10.79
541969,21318,1,3.29
541969,21320,1,4.96
541969,21326,1,1.63
541969,21407,1,8.29
541969,15036,2,1.25
541969,16237,7,0.42
541969,20652,1,2.46
541969,20677,2,2.46
541969,20685,3,7.46
541969,20727,1,4.13
541969,20735,1,0.83
541969,21454,1,1.63
541969,21506,1,0.83
541969,22322,3,1.63
541969,22360,2,5.79
541969,22379,1,4.13
541969,22412,1,4.13
541969,22413,1,5.79
541969,22473,1,10.79
541969,22477,1,2.46
541969,22478,1,2.46
541969,22479,1,2.46
541969,22487,2,19.96
541969,22498,3,12.46
541969,22560,1,2.46
541969,22569,2,7.46
541969,22570,2,7.46
541969,22609,1,1.63
541969,22610,1,1.63
541969,22618,1,19.96
541969,22162,2,3.29
541969,22165,1,10.79
541969,22166,1,7.46
541969,22169,1,16.63
541969,22183,2,5.79
541969,22185,1,3.29
541969,22228,1,1.63
541969,22241,1,2.46
541969,22248,1,1.63
541969,22249,2,1.63
541969,22280,1,2.46
541969,22284,1,3.29
541969,22293,1,2.92
541969,22312,1,5.79
541969,22313,1,5.79
541969,21012,2,2.46
541969,21746,3,2.46
541969,21749,2,4.13
541969,21758,1,12.46
541969,21774,1,2.46
541969,21801,6,0.42
541969,21829,1,0.42
541969,20803,1,3.29
541969,20979,1,2.46
541969,21108,2,4.96
541969,21408,1,8.29
541969,21507,2,0.83
541969,21668,10,2.46
541969,21670,8,2.46
541969,21688,2,5.79
541969,21695,2,5.79
541969,21709,1,9.96
541969,21733,2,5.79
541969,21832,6,3.29
541969,21870,1,3.29
541969,21880,3,0.42
541969,21894,1,2.46
541969,21896,1,4.13
541969,21908,2,4.13
541969,21916,1,0.83
541969,21936,1,5.79
541969,21948,3,2.46
541969,21976,1,1.25
541969,21980,2,0.83
541969,21983,1,0.83
541969,21990,10,2.46
541969,21991,10,2.46
541969,21992,13,2.46
541969,21993,10,2.46
541969,20963,1,2.46
541969,20966,2,2.46
541969,20973,1,1.25
541969,20975,1,1.25
541969,22722,1,8.29
541970,22025,72,0.36
541970,22984,72,0.36
541970,22027,72,0.36
541970,22029,72,0.36
541970,48187,10,6.75
541970,48138,10,6.75
541970,20685,10,6.75
541970,22930,12,2.55
541970,84077,288,0.21
541970,22560,48,1.06
541970,22491,144,0.72
541970,22622,4,9.95
541970,22561,12,1.65
541970,22493,48,1.45
541970,22197,12,0.85
541970,21914,12,1.25
541970,21915,12,1.25
541970,22988,12,1.25
541970,22975,12,1.25
541970,22977,12,1.25
541970,22972,12,1.65
541970,22974,12,1.65
541970,22492,36,0.65
541970,22635,2,9.95
541970,22634,2,9.95
541970,22474,3,4.95
541970,22472,3,4.95
541970,22613,24,0.85
541970,22417,24,0.55
541970,22951,24,0.55
541970,22551,24,1.65
541970,22556,24,1.65
541970,22554,24,1.65
541970,22720,6,4.95
541970,22966,12,1.25
541970,22907,24,0.85
541970,84375,12,2.1
541970,22844,2,8.5
541970,22845,2,6.35
541970,22853,6,3.25
541970,22852,4,4.25
541970,22843,2,6.75
541970,22841,2,7.95
541970,22967,12,2.95
