InvoiceNo,CustomerID,InvoiceDate,Country
538816,16812.0,2010-12-14 12:35:00,United Kingdom
538817,16191.0,2010-12-14 12:38:00,United Kingdom
538826,12370.0,2010-12-14 12:58:00,Cyprus
538827,14298.0,2010-12-14 12:59:00,United Kingdom
538828,14298.0,2010-12-14 13:00:00,United Kingdom
538829,16191.0,2010-12-14 13:00:00,United Kingdom
538830,14298.0,2010-12-14 13:01:00,United Kingdom
538831,18144.0,2010-12-14 13:02:00,United Kingdom
538832,17158.0,2010-12-14 13:03:00,United Kingdom
C538833,14680.0,2010-12-14 13:05:00,United Kingdom
C538834,14415.0,2010-12-14 13:06:00,United Kingdom
538836,12748.0,2010-12-14 13:09:00,United Kingdom
538837,,2010-12-14 13:10:00,United Kingdom
538839,14606.0,2010-12-14 13:10:00,United Kingdom
538841,16899.0,2010-12-14 13:11:00,United Kingdom
538843,16033.0,2010-12-14 13:18:00,United Kingdom
538844,14680.0,2010-12-14 13:19:00,United Kingdom
538845,16531.0,2010-12-14 13:19:00,United Kingdom
538846,14606.0,2010-12-14 13:22:00,United Kingdom
C538847,17404.0,2010-12-14 13:27:00,Sweden
538848,17404.0,2010-12-14 13:28:00,Sweden
538849,14415.0,2010-12-14 13:31:00,United Kingdom
538850,16499.0,2010-12-14 13:31:00,United Kingdom
538851,16556.0,2010-12-14 13:32:00,United Kingdom
538852,17372.0,2010-12-14 13:33:00,United Kingdom
538853,16805.0,2010-12-14 13:35:00,United Kingdom
538854,13102.0,2010-12-14 13:44:00,United Kingdom
538855,16503.0,2010-12-14 13:50:00,United Kingdom
538856,14057.0,2010-12-14 13:51:00,United Kingdom
538857,15311.0,2010-12-14 13:58:00,United Kingdom
538858,16553.0,2010-12-14 13:58:00,United Kingdom
538859,16553.0,2010-12-14 13:59:00,United Kingdom
538860,17757.0,2010-12-14 14:02:00,United Kingdom
538861,,2010-12-14 14:04:00,United Kingdom
538862,16710.0,2010-12-14 14:11:00,United Kingdom
538863,16919.0,2010-12-14 14:15:00,United Kingdom
538864,17739.0,2010-12-14 14:26:00,United Kingdom
538865,13238.0,2010-12-14 14:37:00,United Kingdom
538866,17841.0,2010-12-14 14:40:00,United Kingdom
538867,,2010-12-14 14:41:00,United Kingdom
538868,17017.0,2010-12-14 14:42:00,United Kingdom
538869,15107.0,2010-12-14 14:50:00,United Kingdom
538870,12829.0,2010-12-14 14:54:00,United Kingdom
538871,14051.0,2010-12-14 15:02:00,United Kingdom
538872,13097.0,2010-12-14 15:13:00,United Kingdom
538873,,2010-12-14 15:13:00,United Kingdom
C538874,12867.0,2010-12-14 15:16:00,United Kingdom
538875,13756.0,2010-12-14 15:18:00,United Kingdom
C538876,16499.0,2010-12-14 15:20:00,United Kingdom
538877,,2010-12-14 15:29:00,United Kingdom
538878,13767.0,2010-12-14 15:43:00,United Kingdom
538879,15392.0,2010-12-14 15:50:00,United Kingdom
538880,,2010-12-14 15:52:00,United Kingdom
538881,,2010-12-14 15:54:00,United Kingdom
538883,,2010-12-14 15:56:00,United Kingdom
538884,,2010-12-14 15:56:00,United Kingdom
C538882,12797.0,2010-12-14 15:56:00,Portugal
538885,,2010-12-14 15:58:00,United Kingdom
538886,13846.0,2010-12-14 16:07:00,United Kingdom
C538887,13198.0,2010-12-14 16:19:00,United Kingdom
538888,17912.0,2010-12-14 16:23:00,United Kingdom
C538889,12797.0,2010-12-14 16:24:00,Portugal
538890,12867.0,2010-12-14 16:39:00,United Kingdom
C538891,16233.0,2010-12-14 16:39:00,United Kingdom
538892,16422.0,2010-12-14 16:53:00,United Kingdom
538894,16161.0,2010-12-14 17:22:00,United Kingdom
538895,14401.0,2010-12-15 09:07:00,United Kingdom
538896,16145.0,2010-12-15 09:09:00,United Kingdom
C538897,16422.0,2010-12-15 09:14:00,United Kingdom
C538898,15078.0,2010-12-15 09:20:00,United Kingdom
538899,16817.0,2010-12-15 09:49:00,United Kingdom
538900,13078.0,2010-12-15 09:51:00,United Kingdom
538901,17629.0,2010-12-15 09:58:00,United Kingdom
538902,14150.0,2010-12-15 10:04:00,United Kingdom
538903,13496.0,2010-12-15 10:17:00,United Kingdom
C538904,18168.0,2010-12-15 10:29:00,United Kingdom
538905,13611.0,2010-12-15 10:31:00,United Kingdom
538906,,2010-12-15 10:31:00,United Kingdom
538907,15373.0,2010-12-15 10:40:00,United Kingdom
538908,16954.0,2010-12-15 10:41:00,United Kingdom
538909,13491.0,2010-12-15 10:48:00,United Kingdom
538910,17454.0,2010-12-15 10:54:00,United Kingdom
538917,17449.0,2010-12-15 10:57:00,United Kingdom
538935,18168.0,2010-12-15 11:08:00,United Kingdom
538942,17346.0,2010-12-15 11:14:00,United Kingdom
538943,14060.0,2010-12-15 11:15:00,United Kingdom
538944,13295.0,2010-12-15 11:21:00,United Kingdom
538945,17230.0,2010-12-15 11:22:00,United Kingdom
538951,16782.0,2010-12-15 11:26:00,United Kingdom
538967,13495.0,2010-12-15 11:32:00,United Kingdom
538968,15384.0,2010-12-15 11:34:00,United Kingdom
C538971,12865.0,2010-12-15 11:39:00,Austria
538991,17511.0,2010-12-15 11:53:00,United Kingdom
538992,15950.0,2010-12-15 11:56:00,United Kingdom
538993,15512.0,2010-12-15 12:01:00,United Kingdom
538994,17525.0,2010-12-15 12:05:00,United Kingdom
538995,13458.0,2010-12-15 12:05:00,United Kingdom
538996,15465.0,2010-12-15 12:06:00,United Kingdom
C538997,14426.0,2010-12-15 12:06:00,United Kingdom
538998,15061.0,2010-12-15 12:08:00,United Kingdom
538999,16003.0,2010-12-15 12:09:00,United Kingdom
539000,13092.0,2010-12-15 12:27:00,United Kingdom
539001,16353.0,2010-12-15 12:29:00,United Kingdom
539002,14527.0,2010-12-15 12:30:00,United Kingdom
C539003,14527.0,2010-12-15 12:35:00,United Kingdom
539004,13426.0,2010-12-15 12:43:00,United Kingdom
539005,16638.0,2010-12-15 12:47:00,United Kingdom
539006,15101.0,2010-12-15 12:54:00,United Kingdom
539007,17894.0,2010-12-15 13:00:00,United Kingdom
539008,17033.0,2010-12-15 13:21:00,United Kingdom
539009,13221.0,2010-12-15 13:24:00,United Kingdom
539010,15005.0,2010-12-15 13:24:00,United Kingdom
539011,14201.0,2010-12-15 13:25:00,United Kingdom
539012,17858.0,2010-12-15 13:26:00,United Kingdom
539013,,2010-12-15 13:29:00,United Kingdom
539014,17692.0,2010-12-15 13:37:00,United Kingdom
539015,15822.0,2010-12-15 13:38:00,United Kingdom
539016,13418.0,2010-12-15 13:49:00,United Kingdom
539017,13418.0,2010-12-15 13:50:00,United Kingdom
539018,16134.0,2010-12-15 14:00:00,United Kingdom
539019,17551.0,2010-12-15 14:12:00,United Kingdom
539030,13089.0,2010-12-15 14:25:00,United Kingdom
539032,18050.0,2010-12-15 14:25:00,United Kingdom
C539031,12647.0,2010-12-15 14:25:00,Germany
539033,16365.0,2010-12-15 14:26:00,United Kingdom
539034,16161.0,2010-12-15 14:29:00,United Kingdom
C539035,15535.0,2010-12-15 14:33:00,United Kingdom
539036,14913.0,2010-12-15 14:35:00,United Kingdom
C539037,12666.0,2010-12-15 14:42:00,Israel
539038,15641.0,2010-12-15 14:45:00,United Kingdom
539039,13124.0,2010-12-15 15:00:00,United Kingdom
539040,17214.0,2010-12-15 15:14:00,United Kingdom
539041,15456.0,2010-12-15 15:34:00,United Kingdom
539042,15062.0,2010-12-15 15:37:00,United Kingdom
539043,12928.0,2010-12-15 15:45:00,United Kingdom
539044,15727.0,2010-12-15 15:47:00,United Kingdom
539045,,2010-12-15 15:48:00,United Kingdom
539046,17980.0,2010-12-15 15:50:00,United Kingdom
539047,15290.0,2010-12-15 16:03:00,United Kingdom
539048,17752.0,2010-12-15 16:19:00,United Kingdom
539049,15615.0,2010-12-15 16:21:00,United Kingdom
539050,12577.0,2010-12-15 16:21:00,France
539051,15615.0,2010-12-15 16:24:00,United Kingdom
539052,15615.0,2010-12-15 16:26:00,United Kingdom
539053,16725.0,2010-12-15 16:32:00,United Kingdom
C539054,17044.0,2010-12-15 16:34:00,United Kingdom
C539055,13829.0,2010-12-15 16:36:00,United Kingdom
539056,16725.0,2010-12-15 16:38:00,United Kingdom
C539057,18230.0,2010-12-15 16:40:00,United Kingdom
C539058,17633.0,2010-12-15 16:42:00,United Kingdom
C539059,14829.0,2010-12-15 16:43:00,United Kingdom
539064,17912.0,2010-12-15 16:50:00,United Kingdom
C539063,15107.0,2010-12-15 16:50:00,United Kingdom
C539065,14898.0,2010-12-15 16:52:00,United Kingdom
C539066,17912.0,2010-12-15 16:54:00,United Kingdom
C539067,15194.0,2010-12-15 16:55:00,United Kingdom
C539068,13266.0,2010-12-15 16:56:00,United Kingdom
C539069,12947.0,2010-12-15 16:57:00,United Kingdom
539070,,2010-12-15 17:01:00,United Kingdom
C539071,17820.0,2010-12-15 17:04:00,United Kingdom
C539072,15664.0,2010-12-15 17:05:00,United Kingdom
C539073,12971.0,2010-12-15 17:08:00,United Kingdom
539074,,2010-12-15 17:15:00,United Kingdom
539075,17189.0,2010-12-15 17:28:00,United Kingdom
539076,16525.0,2010-12-16 08:03:00,United Kingdom
539077,13089.0,2010-12-16 08:05:00,United Kingdom
539078,13408.0,2010-12-16 08:10:00,United Kingdom
539079,17496.0,2010-12-16 08:39:00,United Kingdom
539080,16607.0,2010-12-16 08:41:00,United Kingdom
539081,,2010-12-16 09:07:00,United Kingdom
539082,13317.0,2010-12-16 09:22:00,United Kingdom
539083,13317.0,2010-12-16 09:23:00,United Kingdom
539084,13890.0,2010-12-16 09:31:00,United Kingdom
539085,12748.0,2010-12-16 09:35:00,United Kingdom
539086,17001.0,2010-12-16 09:35:00,United Kingdom
539087,13093.0,2010-12-16 09:44:00,United Kingdom
539088,13093.0,2010-12-16 09:45:00,United Kingdom
539089,15246.0,2010-12-16 09:46:00,United Kingdom
C539090,16996.0,2010-12-16 09:48:00,United Kingdom
539091,13756.0,2010-12-16 09:52:00,United Kingdom
539092,15482.0,2010-12-16 10:08:00,United Kingdom
539093,15482.0,2010-12-16 10:10:00,United Kingdom
539094,13021.0,2010-12-16 10:12:00,United Kingdom
539095,16037.0,2010-12-16 10:18:00,United Kingdom
539096,13089.0,2010-12-16 10:19:00,United Kingdom
539098,14841.0,2010-12-16 10:28:00,United Kingdom
C539097,12621.0,2010-12-16 10:28:00,Germany
539099,16670.0,2010-12-16 10:30:00,United Kingdom
C539100,16996.0,2010-12-16 10:30:00,United Kingdom
539101,16029.0,2010-12-16 10:35:00,United Kingdom
539102,16029.0,2010-12-16 10:37:00,United Kingdom
539103,16985.0,2010-12-16 10:38:00,United Kingdom
C539104,12494.0,2010-12-16 10:38:00,France
539105,14825.0,2010-12-16 10:43:00,United Kingdom
539106,16705.0,2010-12-16 10:51:00,United Kingdom
539107,16705.0,2010-12-16 10:52:00,United Kingdom
539108,16013.0,2010-12-16 11:03:00,United Kingdom
539109,16013.0,2010-12-16 11:07:00,United Kingdom
C539110,16470.0,2010-12-16 11:10:00,United Kingdom
539111,14414.0,2010-12-16 11:11:00,United Kingdom
539112,13468.0,2010-12-16 11:15:00,United Kingdom
539113,12494.0,2010-12-16 11:24:00,France
C539114,12494.0,2010-12-16 11:24:00,France
539118,15563.0,2010-12-16 11:27:00,United Kingdom
539142,14849.0,2010-12-16 11:35:00,United Kingdom
539143,14849.0,2010-12-16 11:35:00,United Kingdom
539144,12980.0,2010-12-16 11:36:00,United Kingdom
539160,16746.0,2010-12-16 11:43:00,United Kingdom
539181,12748.0,2010-12-16 11:51:00,United Kingdom
539185,16470.0,2010-12-16 11:53:00,United Kingdom
C539191,17062.0,2010-12-16 11:59:00,United Kingdom
C539195,12748.0,2010-12-16 12:05:00,United Kingdom
539196,18055.0,2010-12-16 12:09:00,United Kingdom
539201,14878.0,2010-12-16 12:11:00,United Kingdom
539211,16743.0,2010-12-16 12:15:00,United Kingdom
539212,17146.0,2010-12-16 12:20:00,United Kingdom
539213,12877.0,2010-12-16 12:23:00,United Kingdom
539214,17062.0,2010-12-16 12:31:00,United Kingdom
539215,15574.0,2010-12-16 12:42:00,United Kingdom
539216,12748.0,2010-12-16 12:42:00,United Kingdom
539217,15394.0,2010-12-16 12:46:00,United Kingdom
539218,15574.0,2010-12-16 12:48:00,United Kingdom
539219,17951.0,2010-12-16 12:55:00,United Kingdom
539220,,2010-12-16 12:56:00,United Kingdom
C539221,14911.0,2010-12-16 12:56:00,EIRE
539222,14621.0,2010-12-16 13:00:00,United Kingdom
539223,,2010-12-16 13:00:00,United Kingdom
C539224,17377.0,2010-12-16 13:01:00,United Kingdom
539225,15379.0,2010-12-16 13:02:00,United Kingdom
539226,14309.0,2010-12-16 13:05:00,United Kingdom
539240,15194.0,2010-12-16 13:15:00,United Kingdom
539242,,2010-12-16 13:16:00,United Kingdom
539243,18116.0,2010-12-16 13:21:00,United Kingdom
C539244,14606.0,2010-12-16 13:24:00,United Kingdom
539245,,2010-12-16 13:25:00,United Kingdom
539246,14606.0,2010-12-16 13:33:00,United Kingdom
539247,15311.0,2010-12-16 13:33:00,United Kingdom
539248,17288.0,2010-12-16 13:33:00,United Kingdom
539249,14709.0,2010-12-16 13:43:00,United Kingdom
539250,15157.0,2010-12-16 13:44:00,United Kingdom
C539251,17213.0,2010-12-16 14:15:00,United Kingdom
539252,17744.0,2010-12-16 14:17:00,United Kingdom
C539253,17188.0,2010-12-16 14:19:00,United Kingdom
539254,13199.0,2010-12-16 14:25:00,United Kingdom
539255,16316.0,2010-12-16 14:26:00,United Kingdom
539256,15601.0,2010-12-16 14:27:00,United Kingdom
539257,16210.0,2010-12-16 14:29:00,United Kingdom
C539258,16233.0,2010-12-16 14:30:00,United Kingdom
539259,13050.0,2010-12-16 14:32:00,United Kingdom
C539260,15100.0,2010-12-16 14:32:00,United Kingdom
539261,15620.0,2010-12-16 14:34:00,United Kingdom
539262,15789.0,2010-12-16 14:35:00,United Kingdom
539263,16560.0,2010-12-16 14:36:00,United Kingdom
539264,15224.0,2010-12-16 15:02:00,United Kingdom
539265,,2010-12-16 15:02:00,United Kingdom
539266,17068.0,2010-12-16 15:07:00,United Kingdom
539267,13534.0,2010-12-16 15:23:00,United Kingdom
539268,13534.0,2010-12-16 15:24:00,United Kingdom
539269,17580.0,2010-12-16 15:27:00,United Kingdom
C539270,14777.0,2010-12-16 15:27:00,United Kingdom
C539271,14639.0,2010-12-16 15:28:00,United Kingdom
539272,15759.0,2010-12-16 15:29:00,United Kingdom
C539273,13209.0,2010-12-16 15:30:00,United Kingdom
C539274,13408.0,2010-12-16 15:31:00,United Kingdom
539275,13408.0,2010-12-16 15:34:00,United Kingdom
C539276,16503.0,2010-12-16 15:36:00,United Kingdom
C539277,15777.0,2010-12-16 15:37:00,United Kingdom
C539278,18269.0,2010-12-16 15:39:00,United Kingdom
539280,14373.0,2010-12-16 15:40:00,United Kingdom
C539279,13267.0,2010-12-16 15:40:00,United Kingdom
539281,18176.0,2010-12-16 15:45:00,United Kingdom
539282,16770.0,2010-12-16 15:45:00,United Kingdom
539283,14092.0,2010-12-16 15:47:00,United Kingdom
C539284,16770.0,2010-12-16 15:54:00,United Kingdom
539285,15366.0,2010-12-16 15:59:00,United Kingdom
539286,14735.0,2010-12-16 16:05:00,United Kingdom
C539287,17655.0,2010-12-16 16:24:00,United Kingdom
539288,17857.0,2010-12-16 16:28:00,United Kingdom
C539289,18065.0,2010-12-16 16:30:00,United Kingdom
539290,16271.0,2010-12-16 16:36:00,United Kingdom
539292,16539.0,2010-12-16 16:42:00,United Kingdom
539293,18223.0,2010-12-16 16:42:00,United Kingdom
C539291,18075.0,2010-12-16 16:42:00,United Kingdom
539294,15532.0,2010-12-16 16:45:00,United Kingdom
539295,13767.0,2010-12-16 16:54:00,United Kingdom
539296,16816.0,2010-12-16 17:01:00,United Kingdom
539297,17691.0,2010-12-16 17:20:00,United Kingdom
539298,14180.0,2010-12-16 17:29:00,United Kingdom
539299,14180.0,2010-12-16 17:30:00,United Kingdom
539300,,2010-12-16 17:31:00,United Kingdom
C539301,13496.0,2010-12-16 17:33:00,United Kingdom
C539302,15392.0,2010-12-16 17:33:00,United Kingdom
539303,16684.0,2010-12-16 17:34:00,United Kingdom
539304,16684.0,2010-12-16 17:36:00,United Kingdom
539305,14334.0,2010-12-16 17:37:00,United Kingdom
539306,17659.0,2010-12-16 17:38:00,United Kingdom
539307,13694.0,2010-12-16 17:43:00,United Kingdom
539308,17412.0,2010-12-16 17:48:00,United Kingdom
539309,16945.0,2010-12-16 17:49:00,United Kingdom
539310,14344.0,2010-12-16 17:51:00,United Kingdom
539311,14643.0,2010-12-16 17:53:00,United Kingdom
539312,15197.0,2010-12-16 18:01:00,United Kingdom
539313,14220.0,2010-12-16 18:18:00,United Kingdom
539314,13874.0,2010-12-16 18:20:00,United Kingdom
539315,18260.0,2010-12-16 18:23:00,United Kingdom
539316,17848.0,2010-12-16 18:38:00,United Kingdom
539317,17392.0,2010-12-16 19:04:00,United Kingdom
539318,12348.0,2010-12-16 19:09:00,Finland
539319,12967.0,2010-12-16 19:10:00,United Kingdom
539320,14911.0,2010-12-16 19:16:00,EIRE
539321,14723.0,2010-12-16 19:19:00,United Kingdom
539322,14713.0,2010-12-16 19:22:00,United Kingdom
539323,,2010-12-16 19:24:00,United Kingdom
539324,14985.0,2010-12-16 19:51:00,United Kingdom
539325,13004.0,2010-12-17 08:20:00,United Kingdom
539326,14560.0,2010-12-17 09:22:00,United Kingdom
539327,12600.0,2010-12-17 09:24:00,Germany
539328,13854.0,2010-12-17 09:37:00,United Kingdom
C539329,16013.0,2010-12-17 09:37:00,United Kingdom
539330,12370.0,2010-12-17 09:38:00,Austria
539331,16013.0,2010-12-17 09:39:00,United Kingdom
539332,12931.0,2010-12-17 09:45:00,United Kingdom
539333,13627.0,2010-12-17 09:52:00,United Kingdom
539334,12748.0,2010-12-17 10:12:00,United Kingdom
539335,15291.0,2010-12-17 10:32:00,United Kingdom
539336,17790.0,2010-12-17 10:34:00,United Kingdom
539337,,2010-12-17 10:46:00,EIRE
539338,17404.0,2010-12-17 10:54:00,Sweden
539351,12551.0,2010-12-17 11:23:00,Spain
539353,12782.0,2010-12-17 11:30:00,Portugal
539374,14769.0,2010-12-17 11:40:00,United Kingdom
539379,15780.0,2010-12-17 11:43:00,United Kingdom
539391,12417.0,2010-12-17 11:51:00,Belgium
539395,12471.0,2010-12-17 11:52:00,Germany
539398,12471.0,2010-12-17 11:53:00,Germany
539400,12971.0,2010-12-17 12:00:00,United Kingdom
539401,12709.0,2010-12-17 12:02:00,Germany
C539402,17315.0,2010-12-17 12:19:00,United Kingdom
539403,12647.0,2010-12-17 12:21:00,Germany
539404,17315.0,2010-12-17 12:24:00,United Kingdom
539405,12621.0,2010-12-17 12:38:00,Germany
539406,16711.0,2010-12-17 12:43:00,United Kingdom
539407,12726.0,2010-12-17 12:56:00,France
539408,12720.0,2010-12-17 12:56:00,Germany
C539409,12720.0,2010-12-17 12:58:00,Germany
539410,16353.0,2010-12-17 13:17:00,United Kingdom
539411,14243.0,2010-12-17 13:29:00,United Kingdom
539412,,2010-12-17 13:39:00,United Kingdom
539413,,2010-12-17 13:44:00,United Kingdom
539414,16931.0,2010-12-17 13:45:00,United Kingdom
539415,15204.0,2010-12-17 13:49:00,United Kingdom
539416,17888.0,2010-12-17 13:56:00,United Kingdom
539417,17007.0,2010-12-17 13:57:00,United Kingdom
539418,17007.0,2010-12-17 13:58:00,United Kingdom
539419,12431.0,2010-12-17 14:10:00,Australia
539420,15160.0,2010-12-17 14:15:00,United Kingdom
539421,14016.0,2010-12-17 14:21:00,EIRE
539422,13033.0,2010-12-17 14:23:00,United Kingdom
539423,15811.0,2010-12-17 14:24:00,United Kingdom
539434,,2010-12-17 14:41:00,United Kingdom
539435,12691.0,2010-12-17 14:46:00,France
539436,,2010-12-17 14:49:00,United Kingdom
539437,,2010-12-17 14:54:00,United Kingdom
C539438,16607.0,2010-12-17 15:11:00,United Kingdom
539439,13869.0,2010-12-17 15:14:00,United Kingdom
539440,16607.0,2010-12-17 15:15:00,United Kingdom
539441,,2010-12-17 15:30:00,United Kingdom
539442,16558.0,2010-12-17 15:39:00,United Kingdom
539443,14031.0,2010-12-17 15:52:00,United Kingdom
539444,14146.0,2010-12-17 15:52:00,United Kingdom
539445,17865.0,2010-12-17 15:57:00,United Kingdom
539446,12705.0,2010-12-17 15:58:00,Germany
539447,12395.0,2010-12-17 16:00:00,Belgium
C539448,15157.0,2010-12-17 16:25:00,United Kingdom
539449,,2010-12-17 16:30:00,United Kingdom
539450,15570.0,2010-12-17 16:53:00,United Kingdom
539451,,2010-12-17 16:59:00,United Kingdom
539452,15856.0,2010-12-17 17:06:00,United Kingdom
539453,,2010-12-17 17:08:00,United Kingdom
539454,17377.0,2010-12-17 17:12:00,United Kingdom
539455,12748.0,2010-12-17 17:17:00,United Kingdom
539456,16885.0,2010-12-17 17:23:00,United Kingdom
539457,,2010-12-17 17:24:00,United Kingdom
539458,,2010-12-17 17:30:00,United Kingdom
539459,12839.0,2010-12-17 17:33:00,United Kingdom
539460,12931.0,2010-12-17 18:07:00,United Kingdom
539461,17243.0,2010-12-19 10:21:00,United Kingdom
539462,14032.0,2010-12-19 11:19:00,United Kingdom
539463,18077.0,2010-12-19 11:19:00,United Kingdom
539464,17913.0,2010-12-19 11:35:00,United Kingdom
539465,16684.0,2010-12-19 11:38:00,United Kingdom
539466,12668.0,2010-12-19 12:46:00,Germany
C539467,15044.0,2010-12-19 12:46:00,United Kingdom
539468,15044.0,2010-12-19 13:31:00,United Kingdom
539469,17841.0,2010-12-19 13:59:00,United Kingdom
539470,14472.0,2010-12-19 14:03:00,United Kingdom
539471,17358.0,2010-12-19 14:16:00,United Kingdom
539472,15581.0,2010-12-19 14:23:00,United Kingdom
539473,14911.0,2010-12-19 14:24:00,EIRE
539474,15581.0,2010-12-19 14:27:00,United Kingdom
539475,16686.0,2010-12-19 14:41:00,United Kingdom
C539476,16686.0,2010-12-19 14:43:00,United Kingdom
539477,18245.0,2010-12-19 14:58:00,United Kingdom
539478,17343.0,2010-12-19 15:07:00,United Kingdom
539479,,2010-12-19 15:20:00,United Kingdom
539480,,2010-12-19 15:23:00,United Kingdom
539481,,2010-12-19 15:24:00,United Kingdom
539482,,2010-12-19 15:29:00,United Kingdom
539483,17218.0,2010-12-19 15:31:00,United Kingdom
539484,15640.0,2010-12-19 15:44:00,United Kingdom
539485,,2010-12-19 15:59:00,United Kingdom
C539486,18256.0,2010-12-20 08:27:00,United Kingdom
539487,16153.0,2010-12-20 09:22:00,United Kingdom
539488,12377.0,2010-12-20 09:37:00,Switzerland
539489,16684.0,2010-12-20 09:41:00,United Kingdom
539490,17069.0,2010-12-20 10:00:00,United Kingdom
539491,14646.0,2010-12-20 10:09:00,Netherlands
539492,,2010-12-20 10:14:00,United Kingdom
539493,,2010-12-20 10:15:00,United Kingdom
539494,,2010-12-20 10:36:00,United Kingdom
539495,,2010-12-20 10:37:00,United Kingdom
539496,13050.0,2010-12-20 10:38:00,United Kingdom
539497,12944.0,2010-12-20 10:41:00,United Kingdom
539498,15279.0,2010-12-20 10:48:00,United Kingdom
C539499,15312.0,2010-12-20 11:01:00,United Kingdom
539500,,2010-12-20 11:02:00,Bahrain
539501,17085.0,2010-12-20 11:08:00,United Kingdom
539502,14099.0,2010-12-20 11:14:00,United Kingdom
539551,12721.0,2010-12-20 11:38:00,France
539561,16422.0,2010-12-20 11:41:00,United Kingdom
539564,18092.0,2010-12-20 11:45:00,United Kingdom
C539565,14113.0,2010-12-20 11:56:00,United Kingdom
C539566,16705.0,2010-12-20 11:56:00,United Kingdom
539567,13104.0,2010-12-20 11:58:00,United Kingdom
C539568,13267.0,2010-12-20 11:59:00,United Kingdom
C539569,17204.0,2010-12-20 12:01:00,United Kingdom
539570,15078.0,2010-12-20 12:05:00,United Kingdom
539571,15078.0,2010-12-20 12:06:00,United Kingdom
539572,14113.0,2010-12-20 12:14:00,United Kingdom
C539573,14107.0,2010-12-20 12:19:00,United Kingdom
C539574,16713.0,2010-12-20 12:23:00,United Kingdom
C539575,13089.0,2010-12-20 12:23:00,United Kingdom
C539576,14911.0,2010-12-20 12:25:00,EIRE
C539577,17924.0,2010-12-20 12:41:00,United Kingdom
539578,13027.0,2010-12-20 12:45:00,United Kingdom
539579,16713.0,2010-12-20 12:51:00,United Kingdom
539580,15312.0,2010-12-20 12:51:00,United Kingdom
539581,16143.0,2010-12-20 12:51:00,United Kingdom
539582,,2010-12-20 12:53:00,United Kingdom
539583,,2010-12-20 12:53:00,United Kingdom
539584,,2010-12-20 12:54:00,United Kingdom
539585,,2010-12-20 12:54:00,United Kingdom
539586,14298.0,2010-12-20 13:08:00,United Kingdom
539587,14298.0,2010-12-20 13:10:00,United Kingdom
539588,14527.0,2010-12-20 13:11:00,United Kingdom
C539589,14527.0,2010-12-20 13:14:00,United Kingdom
539590,14733.0,2010-12-20 13:21:00,United Kingdom
539591,14062.0,2010-12-20 13:24:00,United Kingdom
539592,13319.0,2010-12-20 13:27:00,United Kingdom
539593,13319.0,2010-12-20 13:31:00,United Kingdom
539594,17621.0,2010-12-20 13:31:00,United Kingdom
539595,,2010-12-20 13:43:00,United Kingdom
C539596,13694.0,2010-12-20 13:51:00,United Kingdom
539597,17090.0,2010-12-20 13:52:00,United Kingdom
C539598,14299.0,2010-12-20 13:54:00,United Kingdom
C539599,17951.0,2010-12-20 13:55:00,United Kingdom
C539600,13329.0,2010-12-20 13:57:00,United Kingdom
C539601,14119.0,2010-12-20 13:58:00,United Kingdom
C539602,13369.0,2010-12-20 14:02:00,United Kingdom
C539603,14911.0,2010-12-20 14:05:00,EIRE
539604,16353.0,2010-12-20 14:06:00,United Kingdom
C539605,13050.0,2010-12-20 14:07:00,United Kingdom
C539606,16145.0,2010-12-20 14:09:00,United Kingdom
539607,12681.0,2010-12-20 14:10:00,France
C539608,16873.0,2010-12-20 14:10:00,United Kingdom
539609,15527.0,2010-12-20 14:15:00,United Kingdom
539610,14606.0,2010-12-20 14:33:00,United Kingdom
539611,,2010-12-20 14:33:00,United Kingdom
539628,18097.0,2010-12-20 14:49:00,United Kingdom
539629,14062.0,2010-12-20 14:51:00,United Kingdom
539630,17230.0,2010-12-20 14:59:00,United Kingdom
539631,,2010-12-20 15:03:00,United Kingdom
C539632,17230.0,2010-12-20 15:07:00,United Kingdom
539633,17230.0,2010-12-20 15:09:00,United Kingdom
539634,17230.0,2010-12-20 15:12:00,United Kingdom
539635,14051.0,2010-12-20 15:14:00,United Kingdom
539636,12481.0,2010-12-20 15:15:00,Germany
539637,14083.0,2010-12-20 15:22:00,United Kingdom
539638,,2010-12-20 15:23:00,United Kingdom
539639,14083.0,2010-12-20 15:26:00,United Kingdom
C539640,15311.0,2010-12-20 15:27:00,United Kingdom
539641,15311.0,2010-12-20 15:30:00,United Kingdom
539642,15867.0,2010-12-20 15:35:00,United Kingdom
539643,,2010-12-20 15:48:00,United Kingdom
C539644,12471.0,2010-12-20 15:52:00,Germany
539645,17230.0,2010-12-20 16:03:00,United Kingdom
539646,17230.0,2010-12-20 16:04:00,United Kingdom
539647,15460.0,2010-12-20 16:08:00,United Kingdom
539648,,2010-12-20 16:08:00,United Kingdom
539649,,2010-12-20 16:09:00,United Kingdom
539650,,2010-12-20 16:11:00,United Kingdom
539651,,2010-12-20 16:19:00,United Kingdom
539653,13564.0,2010-12-20 16:50:00,United Kingdom
539654,17340.0,2010-12-20 17:05:00,United Kingdom
C539655,13089.0,2010-12-20 17:07:00,United Kingdom
539656,,2010-12-20 17:22:00,United Kingdom
C539657,16134.0,2010-12-20 17:24:00,United Kingdom
539658,17213.0,2010-12-21 09:34:00,United Kingdom
